ENSG00000000003	0	,	0	,	0	0
ENSG00000187486	8	,0.0295,0.0008,0.0015,0.0454,0.0008,0.0008,0.003,0.0023,	7	,0.0008,0.0023,0.0023,0.0136,0.0015,0.003,0.0257,	2	5
ENSG00000187492	15	,0.0008,0.0008,0.0045,0.0008,0.0008,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0038,0.0023,0.0008,0.0015,	6	,0.0068,0.0008,0.0023,0.0008,0.2632,0.0015,	11	4
ENSG00000187498	18	,0.0008,0.0008,0.0008,0.2882,0.0008,0.0083,0.0008,0.0008,0.0008,0.0045,0.0015,0.0008,0.0008,0.0008,0.0008,0.0144,0.0008,0.233,	37	,0.0076,0.0008,0.2292,0.0015,0.0015,0.0008,0.3563,0.0008,0.0008,0.0204,0.0182,0.0015,0.0023,0.7451,0.2549,0.0008,0.0008,0.0008,0.0008,0.2088,0.0703,0.0008,0.0923,0.0008,0.0136,0.0023,0.0008,0.2073,0.0008,0.0023,0.0015,0.0008,0.0045,0.0008,0.0635,0.0008,0.3631,	4	10
ENSG00000187510	8	,0.0053,0.0287,0.0023,0.5628,0.0015,0.0053,0.0053,0.0008,	6	,0.0787,0.4153,0.0008,0.1831,0.0008,0.0008,	3	1
ENSG00000187513	8	,0.0091,0.0008,0.0008,0.0008,0.0983,0.0008,0.0295,0.4153,	7	,0.4796,0.1467,0.0023,0.0182,0.0015,0.0015,0.0008,	0	1
ENSG00000187514	1	,0.0008,	1	,0.0008,	0	1
ENSG00000187516	0	,	0	,	0	0
ENSG00000187522	6	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	2	,0.003,0.0008,	2	2
ENSG00000187527	37	,0.0015,0.1067,0.0136,0.0091,0.0008,0.0015,0.0008,0.0151,0.0008,0.0038,0.0015,0.323,0.0023,0.0008,0.2731,0.0008,0.003,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.0008,0.0431,0.0658,0.0038,0.0008,0.0038,0.354,0.0008,0.0008,0.0015,0.2133,0.0008,0.0008,0.0015,	16	,0.0008,0.0023,0.143,0.0008,0.0666,0.0068,0.0946,0.0008,0.0008,0.0681,0.0038,0.0008,0.0045,0.0219,0.0053,0.0008,	6	6
ENSG00000187531	7	,0.0023,0.0008,0.0008,0.0008,0.0045,0.0008,0.0008,	11	,0.0008,0.7526,0.0295,0.0015,0.0507,0.0008,0.0008,0.003,0.0023,0.0008,0.0008,	0	0
ENSG00000187533	8	,0.003,0.056,0.0348,0.0008,0.0008,0.0038,0.0053,0.003,	1	,0.0008,	3	0
ENSG00000187535	45	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0038,0.0008,0.0008,0.0613,0.0008,0.0023,0.0015,0.0023,0.0015,0.0015,0.0008,0.0008,0.0386,0.0008,0.0015,0.0045,0.0008,0.0008,0.087,0.0015,0.0923,0.0113,0.0121,0.0008,0.0008,0.0953,0.0023,0.0106,0.0961,0.0008,0.0008,0.0008,0.1309,0.087,0.0734,0.0023,0.0008,0.0008,0.0023,0.0008,	31	,0.0643,0.003,0.0008,0.0023,0.0008,0.0008,0.025,0.0045,0.0008,0.0015,0.0091,0.239,0.0015,0.0008,0.0166,0.0567,0.0008,0.0008,0.5507,0.0129,0.0008,0.0008,0.2821,0.0008,0.0008,0.0008,0.0008,0.0008,0.0794,0.0015,0.0008,	8	9
ENSG00000187545	31	,0.0015,0.0053,0.0015,0.0015,0.0023,0.0023,0.0015,0.0106,0.0098,0.0106,0.0719,0.1127,0.0015,0.0855,0.0061,0.0091,0.0053,0.0083,0.0477,0.0008,0.0008,0.0008,0.0893,0.003,0.0008,0.0008,0.0991,0.0129,0.0015,0.0461,0.0045,	11	,0.0015,0.0015,0.0015,0.0015,0.0061,0.0893,0.0015,0.0129,0.0015,0.0038,0.0008,	5	4
ENSG00000187546	20	,0.0068,0.0008,0.0159,0.0008,0.0015,0.0008,0.0008,0.1225,0.2867,0.0015,0.0023,0.003,0.0008,0.0151,0.0008,0.0008,0.0008,0.003,0.0393,0.0461,	9	,0.0083,0.0015,0.9977,0.0008,0.0204,0.1566,0.0144,0.0008,0.1475,	1	1
ENSG00000187550	14	,0.0053,0.00829999999999997,0.0008,0.0015,0.0136,0.0023,0.0015,0.0257,0.0076,0.0008,0.0008,0.0023,0.0303,0.0166,	11	,0.0106,0.0113,0.0076,0.0401,0.0076,0.0008,0.0703,0.0008,0.0008,0.0008,0.0008,	3	2
ENSG00000187553	19	,0.0038,0.0151,0.0038,0.0015,0.0008,0.0008,0.0008,0.0008,0.0038,0.0287,0.0696,0.0015,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0023,	7	,0.0015,0.0008,0.0038,0.1097,0.0514,0.0673,0.0008,	0	2
ENSG00000187554	27	,0.0045,0.0098,0.0008,0.0008,0.0045,0.8911,0.0045,0.0008,0.0053,0.0061,0.0045,0.0008,0.0008,0.0008,0.0015,0.0008,0.003,0.0008,0.0008,0.0227,0.0023,0.0008,0.0756,0.031,0.0008,0.0008,0.0008,	13	,0.003,0.0008,0.003,0.0053,0.0734,0.0023,0.031,0.0015,0.0008,0.0008,0.0023,0.0008,0.0008,	4	5
ENSG00000187555	3	,0.0008,0.0008,0.0015,	12	,0.0038,0.0023,0.0008,0.0008,0.0008,0.0023,0.0008,0.0015,0.0015,0.0083,0.0015,0.0015,	1	4
ENSG00000187556	0	,	5	,0.0023,0.2413,0.0023,0.0008,0.0008,	0	0
ENSG00000187566	9	,0.003,0.0008,0.0023,0.0008,0.003,0.2042,0.0008,0.0008,0.0023,	6	,0.0008,0.0008,0.0008,0.0015,0.7723,0.0098,	0	0
ENSG00000187569	4	,0.1884,0.003,0.0151,0.0008,	1	,0.0008,	0	0
ENSG00000187581	2	,0.0023,0.1437,	2	,0.0008,0.0061,	0	0
ENSG00000187583	47	,0.0393,0.0008,0.9947,0.0295,0.003,0.0008,0.0008,0.0045,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0053,0.0008,0.0008,0.0008,0.0023,0.0038,0.0015,0.0008,0.0008,0.0454,0.0015,0.0461,0.0008,0.003,0.0023,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0855,0.1831,0.239,0.0008,0.0061,0.0008,0.0008,0.0068,0.0015,0.0098,0.0008,	19	,0.0008,0.0015,0.0008,0.0023,0.2065,0.0008,0.0015,0.0008,0.0008,0.0008,0.0076,0.0091,0.003,0.2723,0.0045,0.2322,0.118,0.0008,0.0598,	0	3
ENSG00000187600	12	,0.0023,0.0008,0.0015,0.0061,0.031,0.6808,0.0008,0.0008,0.0008,0.1225,0.0106,0.0008,	4	,0.0008,0.0008,0.0008,0.0008,	3	2
ENSG00000187601	0	,	0	,	0	0
ENSG00000187605	11	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0068,0.0061,0.0008,0.0008,	29	,0.2421,0.0008,0.0008,0.0219,0.0015,0.0008,0.025,0.0076,0.0015,0.0008,0.0008,0.0015,0.0008,0.003,0.0023,0.0008,0.0015,0.0008,0.0053,0.1596,0.0008,0.0416,0.0008,0.0159,0.0734,0.0008,0.121,0.0023,0.0008,	4	3
ENSG00000187608	5	,0.9781,0.4387,0.0008,0.0008,0.003,	7	,0.0008,0.0008,0.0008,0.5083,0.0371,0.0045,0.0008,	0	0
ENSG00000187609	48	,0.0008,0.0204,0.0008,0.0008,0.0015,0.0008,0.2504,0.0008,0.0265,0.0008,0.0053,0.0008,0.2625,0.0023,0.0008,0.0507,0.0635,0.0015,0.003,0.0053,0.0008,0.003,0.0008,0.9985,0.0008,0.003,0.1142,0.0431,0.0008,0.0015,0.0015,0.0015,0.0008,0.0008,0.0008,0.0923,0.0023,0.4644,0.0015,0.1483,0.003,0.003,0.0015,0.0008,0.0008,0.093,0.031,0.0008,	30	,0.9667,0.0008,0.0015,0.003,0.0061,0.0023,0.003,0.0008,0.2126,0.0015,0.0885,0.0008,0.0015,0.0008,0.0008,0.0635,0.0023,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0015,0.0015,0.9992,0.1475,0.0182,0.0008,0.0825,	9	6
ENSG00000187616	6	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0023,	5	,0.0008,0.6339,0.003,0.0166,0.0008,	0	1
ENSG00000187626	10	,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.2179,0.0015,0.1082,	8	,0.0023,0.1044,0.0121,0.0008,0.0008,0.0045,0.0507,0.0015,	2	3
ENSG00000187634	28	,0.0393,0.0053,0.0008,0.0008,0.0045,0.0015,0.9962,0.0015,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0045,0.0008,0.0393,0.0008,0.0008,0.0023,0.0008,0.0008,0.9955,0.0008,0.0015,0.0295,0.0008,0.0719,	21	,0.0008,0.0045,0.0008,0.0598,0.0008,0.0008,0.0008,0.0008,0.0053,0.0083,0.9947,0.0008,0.0061,0.0015,0.2156,0.0045,0.0008,0.0038,0.0015,0.0265,0.0212,	8	4
ENSG00000187642	31	,0.4092,0.0008,0.0008,0.0015,0.0053,0.7564,0.0008,0.0023,0.0008,0.0008,0.0083,0.0076,0.0008,0.0061,0.0008,0.0023,0.0038,0.8207,0.0582,0.0008,0.0015,0.0008,0.0008,0.0348,0.0008,0.0008,0.0008,0.0356,0.4002,0.0008,0.003,	22	,0.27,0.0008,0.0424,0.0038,0.0015,0.0015,0.0106,0.0015,0.0008,0.0174,0.0424,0.0008,0.0045,0.823,0.236,0.0923,0.0015,0.0431,0.0257,0.0068,0.0174,0.2716,	11	3
ENSG00000187650	4	,0.0053,0.0023,0.0008,0.149,	4	,0.0356,0.0015,0.0053,0.0015,	0	0
ENSG00000187658	0	,	0	,	2	1
ENSG00000187664	5	,0.0008,0.0015,0.0015,0.0008,0.0061,	11	,0.0484,0.0008,0.0008,0.0023,0.0008,0.5325,0.003,0.0008,0.0008,0.0212,0.0008,	0	4
ENSG00000187672	15	,0.0015,0.0136,0.003,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0015,0.0008,0.0008,0.0023,0.0008,0.0015,	11	,0.0008,0.0061,0.0015,0.0325,0.0008,0.0008,0.0038,0.0023,0.1861,0.0008,0.0015,	1	3
ENSG00000187676	9	,0.0008,0.0015,0.0053,0.0008,0.0008,0.0015,0.0008,0.0008,0.3873,	4	,0.0008,0.0794,0.0068,0.0015,	0	1
ENSG00000187678	10	,0.0151,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0015,0.0008,	8	,0.0008,0.0008,0.0015,0.0023,0.0015,0.0008,0.0008,0.0008,	3	3
ENSG00000187688	16	,0.0008,0.0008,0.0008,0.1324,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	13	,0.0008,0.0015,0.0008,0.0121,0.3525,0.4062,0.0045,0.0015,0.0008,0.0015,0.0008,0.003,0.0008,	0	4
ENSG00000187689	8	,0.0068,0.0212,0.0061,0.0681,0.0015,0.0008,0.0015,0.056,	2	,0.0008,0.1157,	1	0
ENSG00000187690	0	,	0	,	0	0
ENSG00000187695	13	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0582,0.0008,0.0008,0.0008,0.0008,0.003,0.0053,0.056,	14	,0.0008,0.0008,0.0015,0.0015,0.0711,0.32,0.1687,0.0008,0.0008,0.0008,0.0008,0.1604,0.2761,0.0008,	1	2
ENSG00000187699	3	,0.0008,0.4992,0.0008,	0	,	0	0
ENSG00000187701	23	,0.0023,0.0091,0.0113,0.1188,0.2375,0.9508,0.1074,0.0008,0.0575,0.1694,0.0303,0.1241,0.003,0.003,0.1906,0.0008,0.146,0.0023,0.0015,0.1944,0.0008,0.0015,0.0008,	17	,0.025,0.0076,0.2269,0.8109,0.0772,0.0023,0.2292,0.0008,0.0015,0.0219,0.0552,0.112,0.0023,0.0719,0.0023,0.0008,0.0008,	4	3
ENSG00000187713	0	,	2	,0.0008,0.0212,	0	1
ENSG00000187714	10	,0.0038,0.0068,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,0.00980000000000003,0.0023,	10	,0.0023,0.9887,0.9932,0.0242,0.0008,0.9932,0.0015,0.0068,0.0008,0.0008,	0	2
ENSG00000187715	9	,0.146,0.0008,0.0008,0.1664,0.0008,0.0008,0.0008,0.0008,0.0008,	7	,0.0008,0.0008,0.0008,0.0008,0.0121,0.0008,0.1241,	1	1
ENSG00000187720	20	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0015,0.0015,0.0015,0.1513,0.0015,0.0219,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0106,	15	,0.0582,0.0772,0.2073,0.0008,0.0008,0.0053,0.0076,0.0008,0.0159,0.2027,0.0015,0.0091,0.0008,0.3086,0.0023,	2	10
ENSG00000187726	5	,0.0053,0.0023,0.0008,0.003,0.1929,	7	,0.8971,0.0008,0.0008,0.0008,0.0008,0.2095,0.0008,	1	0
ENSG00000187730	8	,0.0008,0.0008,0.0038,0.0008,0.0023,0.0008,0.0303,0.0008,	16	,0.0008,0.0015,0.0008,0.2526,0.0008,0.0129,0.0008,0.0121,0.0053,0.0008,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,	0	5
ENSG00000187735	3	,0.0008,0.0008,0.0008,	4	,0.0197,0.0023,0.003,0.0136,	0	0
ENSG00000187736	3	,0.0272,0.0008,0.1604,	5	,0.0008,0.0098,0.0121,0.0008,0.0038,	4	1
ENSG00000187741	71	,0.0008,0.0061,0.0023,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0038,0.09,0.0008,0.0008,0.0008,0.0053,0.0008,0.0015,0.0008,0.0008,0.0015,0.0038,0.0008,0.0015,0.0008,0.0008,0.0053,0.0008,0.0008,0.0008,0.0008,0.0008,0.2602,0.0008,0.0015,0.0008,0.0129,0.0038,0.0008,0.0008,0.0083,0.0015,0.0166,0.0038,0.0023,0.0008,0.0008,0.0008,0.0008,0.3003,0.0038,0.0015,0.0008,0.0008,0.0166,0.0008,0.0098,0.2375,0.0688,0.0068,0.0015,0.0008,0.0121,0.0008,0.1959,0.0008,0.0008,0.0008,0.0008,0.0008,0.1823,0.0061,	37	,0.0008,0.0015,0.0008,0.0076,0.8457,0.0008,0.0008,0.0008,0.7784,0.0129,0.0008,0.0053,0.0008,0.0038,0.0008,0.003,0.0008,0.0023,0.0008,0.0008,0.0008,0.1407,0.0008,0.0008,0.0023,0.0008,0.1195,0.003,0.0091,0.0182,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0182,	9	7
ENSG00000187742	10	,0.034,0.0038,0.0008,0.0023,0.0008,0.0371,0.0008,0.0008,0.0008,0.0008,	7	,0.0008,0.0038,0.0008,0.0008,0.0008,0.0008,0.0439,	3	3
ENSG00000187747	16	,0.0008,0.003,0.0113,0.3638,0.0023,0.0008,0.0008,0.0219,0.0008,0.0083,0.0204,0.6142,0.2587,0.0008,0.0257,0.031,	6	,0.0008,0.0015,0.2587,0.0015,0.2587,0.0015,	5	0
ENSG00000187753	3	,0.7617,0.0129,0.0008,	0	,	0	0
ENSG00000187758	0	,	0	,	1	2
ENSG00000187764	21	,0.0008,0.0038,0.0265,0.003,0.0015,0.003,0.0008,0.0106,0.0008,0.0113,0.0068,0.0008,0.0008,0.0023,0.0008,0.0091,0.0174,0.0008,0.0008,0.0008,0.0008,	13	,0.056,0.003,0.0008,0.0008,0.0015,0.0038,0.0015,0.0008,0.0008,0.2126,0.0431,0.0129,0.0015,	3	3
ENSG00000187766	10	,0.0015,0.0008,0.0008,0.031,0.003,0.003,0.0008,0.0514,0.0015,0.0023,	4	,0.0015,0.9902,0.0008,0.0008,	4	4
ENSG00000187772	6	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,	4	,0.0008,0.0008,0.0038,0.0038,	1	1
ENSG00000187773	19	,0.0008,0.6581,0.0015,0.0045,0.0008,0.0045,0.0098,0.0008,0.0008,0.0877,0.0008,0.0008,0.0038,0.0416,0.0008,0.003,0.0605,0.0371,0.0008,	5	,0.0038,0.0386,0.0015,0.0983,0.0136,	3	2
ENSG00000187775	157	,0.0015,0.0008,0.0023,0.0008,0.0129,0.0015,0.0008,0.003,0.0219,0.0424,0.0008,0.0121,0.0015,0.0008,0.174,0.0257,0.003,0.0008,0.0008,0.0038,0.0015,0.0008,0.0023,0.0008,0.0008,0.0015,0.0008,0.0008,0.0522,0.0008,0.0008,0.0091,0.0008,0.0008,0.0008,0.0091,0.0008,0.0008,0.0015,0.0008,0.0023,0.0174,0.0008,0.0008,0.003,0.0015,0.0023,0.0015,0.0008,0.2723,0.0008,0.0023,0.0083,0.003,0.0008,0.0461,0.0015,0.0038,0.0053,0.0098,0.0008,0.0008,0.0008,0.0008,0.0008,0.0696,0.0008,0.0008,0.0008,0.0008,0.0008,0.0053,0.0053,0.0008,0.0008,0.0008,0.0008,0.00680000000000003,0.115,0.0008,0.0008,0.0129,0.0023,0.1135,0.3177,0.0946,0.0053,0.00760000000000005,0.0038,0.0113,0.0325,0.0015,0.0817,0.0129,0.2625,0.0076,0.0008,0.0008,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0908,0.0008,0.0045,0.0159,0.0008,0.0015,0.0008,0.003,0.003,0.0008,0.0008,0.0008,0.5015,0.0008,0.0008,0.0008,0.0015,0.0333,0.0635,0.0008,0.0265,0.0113,0.0008,0.0015,0.0008,0.0008,0.031,0.0023,0.0038,0.0227,0.0008,0.0552,0.0023,0.0008,0.9433,0.0008,0.0008,0.0053,0.0008,0.0038,0.0023,0.0053,0.00829999999999997,0.0076,0.0121,0.0076,0.0076,0.9992,0.0008,0.0182,0.0514,0.0008,	159	,0.1997,0.2315,0.7685,0.0008,0.0015,0.0068,0.0008,0.0136,0.3759,0.1127,0.0008,0.0008,0.0008,0.0545,0.0008,0.0023,0.0045,0.0038,0.0008,0.9092,0.0008,0.0083,0.0015,0.0008,0.0008,0.0008,0.1165,0.0015,0.0045,0.1044,0.9992,0.0802,0.3041,0.0008,0.0008,0.0106,0.0008,0.0643,0.1392,0.025,0.0038,0.0008,0.0045,0.0038,0.0083,0.0008,0.0174,0.0015,0.0023,0.0008,0.0015,0.348,0.0023,0.0008,0.0877,0.0008,0.0008,0.239,0.087,0.0144,0.0015,0.0197,0.0008,0.0008,0.4622,0.0015,0.0008,0.0008,0.0008,0.0008,0.025,0.0008,0.0008,0.4281,0.0234,0.0008,0.0008,0.0303,0.0144,0.0098,0.0038,0.0008,0.0008,0.0061,0.0023,0.0129,0.0015,0.0061,0.0008,0.00680000000000003,0.0008,0.0416,0.0045,0.0008,0.00760000000000005,0.0008,0.003,0.0008,0.0076,0.0537,0.0008,0.0008,0.0015,0.1906,0.0038,0.0008,0.0015,0.0008,0.0008,0.0008,0.3222,0.0265,0.0136,0.0303,0.0008,0.5008,0.0015,0.0008,0.0045,0.0008,0.0333,0.0068,0.0023,0.003,0.2405,0.0015,0.0015,0.0749,0.0008,0.0008,0.003,0.9985,0.0008,0.0023,0.0015,0.0643,0.034,0.0008,0.9841,0.0061,0.0015,0.0008,0.0068,0.0008,0.0151,0.028,0.0008,0.0008,0.0008,0.0008,0.9992,0.0008,0.2496,0.0008,0.0008,0.0129,0.0008,0.0023,0.0303,	22	43
ENSG00000187778	5	,0.0008,0.0008,0.0008,0.0015,0.0008,	9	,0.0008,0.0008,0.1891,0.0053,0.0008,0.0023,0.0008,0.0023,0.0008,	0	1
ENSG00000187783	10	,0.0015,0.0008,0.0045,0.0008,0.0015,0.0023,0.0008,0.0446,0.0787,0.0008,	6	,0.0008,0.0008,0.0038,0.0151,0.0386,0.3086,	0	2
ENSG00000187790	53	,0.0393,0.0076,0.003,0.5136,0.0015,0.0008,0.0008,0.0008,0.0038,0.0008,0.0015,0.0061,0.0023,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0015,0.0015,0.0008,0.0008,0.5522,0.0008,0.0008,0.0023,0.0189,0.0008,0.0008,0.0061,0.0008,0.0008,0.0378,0.025,0.0015,0.0061,0.0008,0.0068,0.0008,0.0015,0.0166,0.0008,0.0008,0.0015,0.0015,0.0008,0.0023,0.0068,0.0008,0.0378,0.0023,0.0008,	27	,0.0015,0.0015,0.0008,0.003,0.0008,0.0015,0.0008,0.0348,0.1316,0.0008,0.0182,0.0045,0.9864,0.0008,0.0008,0.003,0.0008,0.0401,0.0378,0.9977,0.9841,0.0008,0.0098,0.0008,0.0008,0.0008,0.084,	12	4
ENSG00000187792	9	,0.0023,0.0106,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0076,	8	,0.003,0.2073,0.0008,0.0371,0.056,0.031,0.031,0.1732,	1	5
ENSG00000187796	15	,0.0008,0.0076,0.0008,0.0008,0.0008,0.0008,0.003,0.0015,0.0008,0.0008,0.0015,0.0068,0.0015,0.0015,0.2519,	19	,0.003,0.0023,0.0091,0.0023,0.0008,0.0015,0.0363,0.0008,0.0008,0.0598,0.0008,0.0045,0.0008,0.0015,0.0008,0.0598,0.0008,0.2504,0.0061,	2	3
ENSG00000187800	23	,0.0068,0.0333,0.0008,0.0008,0.09,0.0204,0.0008,0.0008,0.0076,0.0008,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.2481,0.0469,0.2557,0.0325,0.0068,0.0008,0.0008,	26	,0.146,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.2383,0.0023,0.0015,0.7383,0.7383,0.0008,0.1589,0.9781,0.0567,0.0008,0.0008,0.0159,0.0008,0.0008,0.1679,0.0008,0.0008,0.0325,0.1573,	2	1
ENSG00000187801	20	,0.0008,0.0008,0.0008,0.0008,0.0212,0.0008,0.0023,0.003,0.0008,0.0008,0.0023,0.0008,0.0008,0.0008,0.0015,0.0008,0.0144,0.0008,0.0008,0.0023,	10	,0.003,0.0635,0.0076,0.0015,0.0008,0.0045,0.0008,0.0008,0.0023,0.0045,	2	6
ENSG00000187806	5	,0.0008,0.0038,0.031,0.0008,0.0915,	1	,0.9992,	2	0
ENSG00000187808	0	,	0	,	0	0
ENSG00000187815	12	,0.0083,0.003,0.0076,0.0363,0.1203,0.0008,0.0008,0.0015,0.0015,0.0023,0.0008,0.0008,	7	,0.0053,0.0045,0.0023,0.0008,0.0008,0.0598,0.0053,	1	0
ENSG00000187821	7	,0.0008,0.0015,0.0015,0.0862,0.0008,0.0008,0.0015,	2	,0.0023,0.0015,	0	1
ENSG00000187823	0	,	0	,	0	0
ENSG00000187824	4	,0.025,0.0023,0.0008,0.0159,	1	,0.0008,	1	1
ENSG00000187833	17	,0.0038,0.0015,0.0008,0.003,0.0008,0.0015,0.0008,0.0008,0.0537,0.0008,0.0008,0.0015,0.8646,0.0023,0.0446,0.0015,0.0121,	12	,0.0008,0.0166,0.0008,0.0174,0.0008,0.0008,0.0015,0.0061,0.0008,0.0015,0.0015,0.0008,	9	2
ENSG00000187837	20	,0.0053,0.0038,0.0008,0.0008,0.0144,0.0015,0.0015,0.0582,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0015,	14	,0.0484,0.0008,0.0023,0.0008,0.0461,0.0008,0.0628,0.0492,0.0008,0.0008,0.0719,0.0061,0.0008,0.0008,	0	4
ENSG00000187838	2	,0.0681,0.0008,	5	,0.0008,0.0008,0.0008,0.0008,0.0015,	2	2
ENSG00000187840	0	,	3	,0.0008,0.0008,0.0008,	0	1
ENSG00000187848	9	,0.0204,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	8	,0.0953,0.1551,0.0008,0.0053,0.0008,0.0008,0.0575,0.9902,	2	0
ENSG00000187855	5	,0.0023,0.062,0.0015,0.0008,0.0318,	4	,0.0015,0.0008,0.0008,0.0008,	3	1
ENSG00000187860	29	,0.0015,0.0015,0.1415,0.0008,0.0098,0.0915,0.0008,0.0008,0.0008,0.0008,0.0008,0.0045,0.0008,0.0023,0.0008,0.0008,0.0045,0.0008,0.0008,0.0068,0.0008,0.0008,0.0008,0.00149999999999995,0.0053,0.003,0.0045,0.0038,0.0015,	19	,0.0651,0.0053,0.0076,0.1142,0.0356,0.0015,0.0008,0.0008,0.003,0.0083,0.0008,0.0015,0.0008,0.0008,0.0008,0.0045,0.0038,0.0287,0.0008,	7	2
ENSG00000187862	15	,0.0008,0.0023,0.0325,0.0008,0.0061,0.0469,0.0825,0.0053,0.0023,0.0008,0.0567,0.0393,0.0008,0.0038,0.1891,	10	,0.0008,0.0008,0.0053,0.0045,0.0008,0.0023,0.0008,0.0015,0.0008,0.2859,	2	0
ENSG00000187866	4	,0.0008,0.0061,0.0008,0.0015,	3	,0.0522,0.0053,0.0008,	0	2
ENSG00000187867	20	,0.0015,0.0008,0.003,0.0129,0.0008,0.0008,0.1634,0.0008,0.0098,0.3366,0.0681,0.0008,0.0008,0.0023,0.0008,0.0008,0.0015,0.0008,0.9508,0.0197,	5	,0.0431,0.997,0.0113,0.0356,0.0008,	0	2
ENSG00000187871	11	,0.0015,0.4312,0.0015,0.0015,0.0023,0.0015,0.0008,0.0015,0.0008,0.003,0.4531,	3	,0.0015,0.0008,0.1112,	1	0
ENSG00000187889	16	,0.0008,0.003,0.0008,0.0008,0.0008,0.0068,0.0393,0.0008,0.0038,0.0008,0.0469,0.0008,0.0008,0.0567,0.0045,0.2133,	5	,0.0469,0.0008,0.003,0.0008,0.6399,	7	5
ENSG00000187905	20	,0.0726,0.0393,0.0189,0.0008,0.0008,0.0189,0.0182,0.0008,0.0015,0.0038,0.0038,0.8306,0.0015,0.0023,0.0136,0.0015,0.003,0.003,0.0038,0.9985,	8	,0.0015,0.0008,0.003,0.8306,0.0038,0.0008,0.0408,0.0015,	2	1
ENSG00000187908	97	,0.0053,0.0008,0.056,0.003,0.0068,0.388,0.23,0.388,0.0008,0.0023,0.0545,0.0008,0.0008,0.0076,0.0015,0.0008,0.0197,0.0008,0.0015,0.0287,0.1339,0.0212,0.0008,0.056,0.0008,0.0008,0.9992,0.0008,0.0015,0.0008,0.0129,0.0008,0.0038,0.0424,0.0484,0.0008,0.0045,0.0015,0.0015,0.0015,0.0015,0.0008,0.0008,0.0098,0.0015,0.0023,0.0008,0.0008,0.0212,0.6104,0.0038,0.0008,0.0023,0.0008,0.0023,0.0015,0.0136,0.0121,0.0076,0.0136,0.0015,0.0015,0.0333,0.003,0.0015,0.0008,0.9932,0.9932,0.0061,0.0008,0.053,0.053,0.0098,0.0023,0.0045,0.0008,0.0431,0.0015,0.0008,0.0008,0.0015,0.003,0.0091,0.0008,0.0098,0.0008,0.0061,0.003,0.0151,0.0008,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0174,	58	,0.0023,0.0439000000000001,0.0008,0.0008,0.0015,0.003,0.003,0.0008,0.0113,0.0008,0.944,0.0008,0.0023,0.0053,0.9992,0.0008,0.0015,0.9985,0.0008,0.0371,0.5469,0.0295,0.0666,0.0008,0.9826,0.0076,0.9977,0.0008,0.9992,0.0378,0.0015,0.9849,0.0151,0.0136,0.9758,0.0015,0.0015,0.9622,0.9992,0.0507,0.9281,0.9947,0.0038,0.053,0.0068,0.0008,0.0015,0.0038,0.0045,0.0023,0.0008,0.0174,0.0023,0.0008,0.0008,0.0008,0.0008,0.1233,	28	44
ENSG00000187912	3	,0.0076,0.0008,0.0008,	1	,0.0008,	1	0
ENSG00000187918	12	,0.0053,0.0008,0.0008,0.2118,0.0023,0.2103,0.0666,0.0008,0.0287,0.0038,0.0008,0.1218,	9	,0.003,0.4516,0.0613,0.0008,0.0015,0.0015,0.0053,0.0454,0.0008,	0	0
ENSG00000187942	7	,0.0061,0.0045,0.5303,0.0008,0.0008,0.0068,0.0008,	2	,0.1051,0.0008,	0	2
